Stream,Activity,Interest1,Interest2,Skill1,Skill2,Subject1,Subject2,Numerical,Logical,English,Personality,PreferredEnv,StudyStyle,Career
Arts,Outdoor,Exploring,Drawing,Python,Creativity,Chemistry,Economics,93.98,5,5,38,Outdoor,Listening,Tourism Guide
Arts,Outdoor,Drawing,Designing,Python,Problem Solving,Physics,Biology,59.57,5,8,31,Solo,Hands-On,Tourism Guide
Arts,Outdoor,Designing,Designing,Leadership,Observation,Economics,Physics,72.64,8,7,36,Outdoor,Reading,Tourism Guide
Arts,Outdoor,Designing,Exploring,Empathy,Teamwork,Economics,Business Studies,71.61,7,6,37,Team,Hands-On,Tourism Guide
Arts,Outdoor,Reading,Programming,Observation,Problem Solving,Biology,Political Science,70.03,6,5,34,Outdoor,Reading,Tourism Guide
Arts,Outdoor,Reading,Helping,Observation,Communication,Physics,Physics,66.89,4,7,36,Outdoor,Reading,Tourism Guide
Arts,Outdoor,Helping,Designing,Creativity,Python,Economics,Computer Science,82.83,6,7,37,Outdoor,Visual,Tourism Guide
Arts,Outdoor,Programming,Reading,Teamwork,Leadership,Psychology,Physics,79.45,5,7,36,Structured,Hands-On,Tourism Guide
Arts,Outdoor,Public Speaking,Public Speaking,Observation,Leadership,Computer Science,Psychology,75.07,2,7,46,Team,Listening,Tourism Guide
Arts,Outdoor,Public Speaking,Reading,Observation,Empathy,Economics,History,71.4,5,7,36,Solo,Reading,Tourism Guide
Arts,Outdoor,Designing,Designing,Creativity,Creativity,Physics,Business Studies,86.93,4,8,37,Team,Listening,Tourism Guide
Arts,Outdoor,Public Speaking,Exploring,Creativity,Observation,Political Science,Business Studies,73.58,7,9,39,Structured,Hands-On,Tourism Guide
Arts,Outdoor,Exploring,Designing,Teamwork,Teamwork,Business Studies,Biology,63.57,8,6,35,Team,Reading,Tourism Guide
Arts,Outdoor,Exploring,Exploring,Communication,Creativity,Mathematics,History,75.73,6,9,34,Structured,Visual,Tourism Guide
Arts,Outdoor,Drawing,Writing,Creativity,Problem Solving,Chemistry,Chemistry,63.8,6,7,41,Outdoor,Hands-On,Tourism Guide
Arts,Outdoor,Programming,Drawing,Creativity,Observation,Computer Science,Economics,81.03,5,10,36,Outdoor,Hands-On,Tourism Guide
Arts,Outdoor,Exploring,Programming,Communication,Communication,Psychology,Business Studies,87.75,6,8,39,Solo,Hands-On,Tourism Guide
Arts,Outdoor,Helping,Public Speaking,Communication,Teamwork,Physics,Chemistry,87.18,9,8,33,Outdoor,Visual,Tourism Guide
Arts,Outdoor,Programming,Designing,Teamwork,Leadership,Psychology,History,69.28,7,8,33,Outdoor,Listening,Tourism Guide
Arts,Outdoor,Exploring,Drawing,Communication,Teamwork,History,History,85.65,9,5,30,Team,Hands-On,Tourism Guide
Arts,Outdoor,Reading,Designing,Problem Solving,Empathy,Business Studies,Economics,73.6,7,5,41,Solo,Listening,Tourism Guide
Arts,Outdoor,Helping,Reading,Communication,Python,Psychology,Computer Science,79.24,7,4,28,Solo,Visual,Tourism Guide
Arts,Outdoor,Public Speaking,Programming,Empathy,Teamwork,Political Science,Physics,77.81,2,9,34,Solo,Reading,Tourism Guide
Arts,Outdoor,Programming,Helping,Empathy,Empathy,Psychology,History,100.0,10,6,34,Solo,Hands-On,Tourism Guide
Arts,Outdoor,Designing,Programming,Teamwork,Python,Economics,Business Studies,84.96,10,3,26,Team,Listening,Tourism Guide
Arts,Outdoor,Programming,Writing,Problem Solving,Leadership,Chemistry,Chemistry,68.78,8,7,40,Solo,Reading,Tourism Guide
Arts,Outdoor,Helping,Drawing,Communication,Leadership,Chemistry,Biology,63.0,2,8,30,Outdoor,Listening,Tourism Guide
Arts,Outdoor,Drawing,Programming,Observation,Communication,Physics,Physics,54.82,7,8,34,Outdoor,Listening,Tourism Guide
Arts,Outdoor,Reading,Writing,Communication,Problem Solving,Economics,Computer Science,70.42,6,6,28,Structured,Visual,Tourism Guide
Arts,Research,Programming,Public Speaking,Empathy,Empathy,History,Political Science,67.85,8,7,35,Structured,Visual,Linguist
Arts,Research,Helping,Programming,Observation,Teamwork,Political Science,Business Studies,65.05,6,2,35,Solo,Listening,Linguist
Arts,Research,Programming,Designing,Empathy,Python,Computer Science,Political Science,89.29,4,5,36,Solo,Reading,Linguist
Arts,Research,Drawing,Helping,Problem Solving,Teamwork,Chemistry,Political Science,87.53,6,5,25,Team,Reading,Linguist
Arts,Research,Writing,Drawing,Empathy,Problem Solving,Political Science,History,76.03,10,7,34,Solo,Visual,Linguist
Arts,Research,Exploring,Helping,Communication,Python,Physics,History,78.22,6,5,39,Outdoor,Hands-On,Linguist
Arts,Research,Designing,Writing,Empathy,Leadership,Physics,Biology,77.26,7,5,41,Solo,Hands-On,Linguist
Arts,Research,Reading,Designing,Creativity,Communication,Political Science,Computer Science,81.65,5,9,32,Structured,Reading,Linguist
Arts,Research,Writing,Writing,Leadership,Teamwork,Computer Science,Mathematics,67.18,5,3,37,Outdoor,Hands-On,Linguist
Arts,Research,Public Speaking,Exploring,Observation,Python,Biology,Physics,56.69,4,2,34,Structured,Visual,Linguist
Arts,Research,Programming,Drawing,Problem Solving,Teamwork,Business Studies,Political Science,73.5,6,4,29,Solo,Visual,Linguist
Arts,Research,Programming,Exploring,Creativity,Observation,Business Studies,Psychology,79.64,5,7,30,Outdoor,Listening,Linguist
Arts,Research,Drawing,Programming,Creativity,Teamwork,Economics,Mathematics,76.81,9,8,32,Structured,Visual,Linguist
Arts,Research,Public Speaking,Programming,Leadership,Observation,Mathematics,Chemistry,77.57,6,7,33,Outdoor,Reading,Linguist
Arts,Research,Public Speaking,Exploring,Observation,Python,Computer Science,History,73.36,7,5,29,Team,Visual,Linguist
Arts,Research,Public Speaking,Designing,Creativity,Leadership,Psychology,Political Science,61.11,3,4,35,Structured,Reading,Linguist
Arts,Research,Public Speaking,Drawing,Creativity,Communication,Chemistry,Biology,66.07,8,7,25,Outdoor,Reading,Linguist
Arts,Research,Helping,Public Speaking,Python,Leadership,Political Science,History,81.55,8,5,37,Solo,Listening,Linguist
Arts,Research,Programming,Writing,Problem Solving,Problem Solving,Computer Science,Chemistry,66.44,7,4,26,Structured,Listening,Linguist
Arts,Research,Writing,Programming,Empathy,Python,Computer Science,Business Studies,71.17,6,6,29,Structured,Hands-On,Linguist
Arts,Research,Programming,Designing,Empathy,Observation,Chemistry,Psychology,71.0,7,6,35,Solo,Reading,Linguist
Arts,Research,Designing,Reading,Empathy,Empathy,Biology,Economics,68.3,9,4,37,Outdoor,Visual,Linguist
Arts,Research,Reading,Programming,Teamwork,Problem Solving,Physics,Psychology,86.82,7,6,32,Outdoor,Hands-On,Linguist
Arts,Research,Public Speaking,Reading,Teamwork,Empathy,Economics,Physics,85.36,4,5,33,Outdoor,Reading,Linguist
Arts,Research,Reading,Exploring,Creativity,Teamwork,Psychology,Chemistry,87.38,7,5,33,Solo,Visual,Linguist
Arts,Research,Programming,Designing,Observation,Creativity,Biology,Physics,68.86,5,8,28,Structured,Visual,Linguist
Arts,Research,Helping,Designing,Creativity,Creativity,Physics,Political Science,91.09,8,9,32,Solo,Hands-On,Linguist
Arts,Research,Designing,Designing,Creativity,Problem Solving,Mathematics,Psychology,73.5,4,5,37,Solo,Listening,Linguist
Arts,Research,Designing,Exploring,Problem Solving,Creativity,Economics,Physics,87.96,4,6,34,Structured,Hands-On,Linguist
Arts,Research,Public Speaking,Reading,Creativity,Python,Psychology,Chemistry,61.04,8,5,34,Team,Reading,Linguist
Arts,Research,Helping,Writing,Problem Solving,Teamwork,Psychology,History,70.48,5,6,33,Team,Reading,Linguist
Arts,Research,Drawing,Programming,Python,Communication,Computer Science,Psychology,71.28,5,7,43,Structured,Hands-On,Linguist
Arts,Research,Helping,Drawing,Communication,Teamwork,Computer Science,Psychology,76.4,8,4,35,Outdoor,Hands-On,Linguist
Arts,Research,Writing,Programming,Communication,Python,Mathematics,Political Science,64.03,4,5,40,Solo,Listening,Linguist
Arts,Research,Writing,Public Speaking,Empathy,Empathy,Chemistry,Economics,84.5,7,3,34,Team,Listening,Linguist
Arts,Research,Exploring,Writing,Observation,Leadership,Business Studies,Economics,78.02,7,3,30,Team,Visual,Linguist
Arts,Research,Exploring,Programming,Teamwork,Empathy,Physics,Mathematics,74.36,8,2,34,Team,Listening,Linguist
Arts,Research,Public Speaking,Public Speaking,Teamwork,Observation,Business Studies,Mathematics,76.43,8,8,37,Structured,Reading,Linguist
Arts,Research,Programming,Writing,Python,Creativity,Economics,Physics,67.0,3,6,40,Solo,Reading,Linguist
Arts,Research,Helping,Exploring,Empathy,Observation,Physics,Physics,88.93,8,7,36,Team,Reading,Linguist
Arts,Research,Helping,Drawing,Empathy,Leadership,Biology,Economics,69.44,6,10,30,Team,Reading,Linguist
Arts,Research,Public Speaking,Programming,Communication,Leadership,Chemistry,Physics,91.15,6,9,27,Team,Listening,Linguist
Arts,Research,Reading,Writing,Empathy,Leadership,History,Mathematics,80.86,5,4,36,Outdoor,Hands-On,Linguist
Arts,Research,Drawing,Designing,Creativity,Creativity,Biology,Biology,85.09,5,4,34,Team,Reading,Linguist
Arts,Research,Designing,Writing,Observation,Problem Solving,Mathematics,Physics,74.13,8,8,34,Team,Hands-On,Linguist
Arts,Research,Drawing,Writing,Empathy,Python,Computer Science,Biology,93.56,7,6,26,Structured,Reading,Linguist
Arts,Research,Reading,Exploring,Creativity,Communication,Political Science,Business Studies,72.37,6,8,37,Outdoor,Listening,Linguist
Arts,Research,Exploring,Drawing,Observation,Observation,Political Science,History,63.21,7,8,42,Structured,Listening,Linguist
Arts,Research,Helping,Designing,Python,Empathy,Mathematics,Mathematics,83.88,8,7,36,Structured,Reading,Linguist
Arts,Research,Designing,Public Speaking,Leadership,Problem Solving,Business Studies,Psychology,87.5,4,6,31,Team,Hands-On,Linguist
Arts,Research,Helping,Reading,Communication,Creativity,Computer Science,History,78.79,9,5,23,Outdoor,Reading,Linguist
Arts,Research,Programming,Exploring,Observation,Problem Solving,History,History,70.88,8,8,37,Structured,Listening,Linguist
Arts,Research,Writing,Exploring,Observation,Leadership,Business Studies,Physics,72.2,4,8,30,Team,Listening,Linguist
Arts,Research,Public Speaking,Helping,Creativity,Observation,Chemistry,Computer Science,96.84,8,5,31,Solo,Hands-On,Linguist
Arts,Research,Public Speaking,Reading,Creativity,Creativity,Economics,Physics,74.07,6,9,35,Team,Hands-On,Linguist
Arts,Organize,Public Speaking,Writing,Leadership,Leadership,Computer Science,Mathematics,67.68,10,7,38,Team,Hands-On,Social Worker
Arts,Organize,Programming,Helping,Leadership,Observation,Business Studies,Business Studies,68.92,7,7,25,Solo,Listening,Social Worker
Arts,Organize,Drawing,Designing,Empathy,Empathy,Mathematics,History,95.15,9,6,29,Team,Listening,Social Worker
Arts,Organize,Exploring,Writing,Creativity,Observation,Mathematics,Business Studies,78.48,7,7,35,Structured,Reading,Social Worker
Arts,Organize,Exploring,Exploring,Python,Observation,Biology,Psychology,80.06,9,8,29,Team,Hands-On,Social Worker
Arts,Organize,Programming,Exploring,Observation,Observation,Mathematics,Business Studies,88.63,10,10,29,Structured,Listening,Social Worker
Arts,Organize,Helping,Writing,Python,Python,Biology,Biology,77.43,2,8,32,Outdoor,Listening,Social Worker
Arts,Organize,Designing,Public Speaking,Problem Solving,Creativity,Political Science,Business Studies,94.23,5,3,32,Team,Listening,Social Worker
Arts,Organize,Reading,Writing,Teamwork,Leadership,Chemistry,Biology,55.25,8,2,35,Solo,Reading,Social Worker
Arts,Organize,Programming,Exploring,Python,Communication,Mathematics,Chemistry,54.22,6,10,36,Structured,Hands-On,Social Worker
Arts,Organize,Public Speaking,Public Speaking,Leadership,Creativity,History,Physics,66.37,6,7,37,Outdoor,Visual,Social Worker
Arts,Organize,Drawing,Writing,Problem Solving,Problem Solving,Biology,Chemistry,61.33,8,1,31,Team,Listening,Social Worker
Arts,Organize,Exploring,Reading,Problem Solving,Empathy,Biology,Mathematics,70.12,8,7,27,Outdoor,Listening,Social Worker
Arts,Organize,Exploring,Drawing,Leadership,Empathy,Political Science,History,65.15,7,6,32,Outdoor,Reading,Social Worker
Arts,Organize,Programming,Drawing,Teamwork,Creativity,Business Studies,Psychology,70.19,8,5,34,Team,Hands-On,Social Worker
Arts,Organize,Exploring,Exploring,Teamwork,Python,Chemistry,Computer Science,96.7,4,3,38,Structured,Hands-On,Social Worker
Arts,Organize,Helping,Designing,Communication,Problem Solving,Mathematics,Biology,68.21,6,5,33,Structured,Listening,Social Worker
Arts,Organize,Designing,Drawing,Creativity,Problem Solving,Physics,Mathematics,90.99,8,8,27,Team,Hands-On,Social Worker
Arts,Organize,Helping,Reading,Empathy,Teamwork,Business Studies,Political Science,63.49,1,5,39,Solo,Hands-On,Social Worker
Arts,Organize,Reading,Reading,Observation,Problem Solving,History,Biology,80.17,6,6,31,Outdoor,Reading,Social Worker
Arts,Organize,Programming,Exploring,Python,Creativity,History,Business Studies,77.05,8,3,36,Outdoor,Listening,Social Worker
Arts,Organize,Public Speaking,Designing,Python,Python,Computer Science,Chemistry,84.32,6,8,49,Team,Hands-On,Social Worker
Arts,Organize,Exploring,Exploring,Teamwork,Creativity,Chemistry,Political Science,73.96,7,5,35,Team,Listening,Social Worker
Arts,Organize,Drawing,Exploring,Leadership,Communication,Biology,Physics,79.6,7,4,36,Solo,Reading,Social Worker
Arts,Organize,Helping,Reading,Problem Solving,Communication,Chemistry,Physics,89.62,7,8,33,Outdoor,Reading,Social Worker
Arts,Organize,Exploring,Writing,Communication,Empathy,Physics,Political Science,82.5,7,5,36,Team,Listening,Social Worker
Arts,Organize,Programming,Reading,Problem Solving,Leadership,History,Physics,65.08,5,7,36,Solo,Visual,Social Worker
Arts,Organize,Designing,Public Speaking,Empathy,Observation,Mathematics,Mathematics,63.11,9,8,31,Solo,Visual,Social Worker
Arts,Organize,Designing,Programming,Python,Observation,Mathematics,Chemistry,59.62,6,6,35,Team,Visual,Social Worker
Arts,Organize,Drawing,Drawing,Python,Problem Solving,Political Science,Chemistry,71.37,2,6,33,Outdoor,Hands-On,Social Worker
Arts,Organize,Public Speaking,Public Speaking,Problem Solving,Problem Solving,Chemistry,Mathematics,81.34,5,10,25,Team,Visual,Social Worker
Arts,Organize,Writing,Writing,Communication,Python,Business Studies,Economics,88.11,6,8,35,Solo,Listening,Social Worker
Arts,Organize,Public Speaking,Exploring,Empathy,Creativity,Computer Science,Psychology,86.4,6,4,42,Outdoor,Visual,Social Worker
Arts,Organize,Reading,Public Speaking,Problem Solving,Leadership,Psychology,History,73.87,7,9,29,Solo,Reading,Social Worker
Arts,Organize,Helping,Reading,Observation,Problem Solving,Biology,Economics,80.95,5,6,35,Team,Hands-On,Social Worker
Arts,Organize,Exploring,Reading,Observation,Python,Psychology,Psychology,60.0,5,9,39,Structured,Listening,Social Worker
Arts,Organize,Public Speaking,Programming,Empathy,Python,Psychology,Chemistry,74.37,7,6,41,Outdoor,Reading,Social Worker
Arts,Organize,Designing,Public Speaking,Creativity,Python,Biology,Economics,73.0,7,9,31,Structured,Hands-On,Social Worker
Arts,Organize,Public Speaking,Drawing,Problem Solving,Empathy,Physics,Mathematics,90.59,3,10,33,Structured,Hands-On,Social Worker
Arts,Organize,Drawing,Helping,Observation,Python,Political Science,Business Studies,72.57,3,6,29,Outdoor,Visual,Social Worker
Arts,Organize,Public Speaking,Writing,Observation,Empathy,Mathematics,Political Science,68.92,6,8,36,Solo,Reading,Social Worker
Arts,Organize,Public Speaking,Designing,Observation,Communication,History,Physics,78.08,4,5,43,Solo,Listening,Social Worker
Arts,Organize,Reading,Public Speaking,Python,Communication,Mathematics,Biology,67.65,10,6,35,Solo,Reading,Social Worker
Arts,Organize,Public Speaking,Public Speaking,Creativity,Problem Solving,History,Computer Science,85.7,9,6,33,Team,Reading,Social Worker
Arts,Organize,Public Speaking,Designing,Communication,Empathy,Computer Science,Computer Science,74.44,7,8,35,Structured,Reading,Social Worker
Arts,Organize,Helping,Exploring,Creativity,Observation,Business Studies,Business Studies,81.19,10,7,36,Team,Listening,Social Worker
Arts,Organize,Exploring,Designing,Problem Solving,Communication,History,Physics,59.81,1,7,34,Structured,Listening,Social Worker
Arts,Organize,Reading,Helping,Communication,Communication,Computer Science,Business Studies,69.85,7,6,40,Structured,Hands-On,Social Worker
Arts,Organize,Exploring,Helping,Problem Solving,Teamwork,Chemistry,Economics,75.86,5,8,33,Team,Listening,Social Worker
Arts,Organize,Public Speaking,Drawing,Empathy,Python,Physics,Political Science,80.27,6,5,35,Outdoor,Listening,Social Worker
Arts,Organize,Designing,Designing,Problem Solving,Observation,Business Studies,History,75.13,7,6,25,Outdoor,Visual,Social Worker
Arts,Organize,Designing,Programming,Creativity,Problem Solving,Psychology,Biology,70.67,8,6,33,Team,Listening,Social Worker
Arts,Organize,Helping,Writing,Teamwork,Observation,Physics,Business Studies,84.86,5,3,34,Structured,Reading,Social Worker
Arts,Organize,Public Speaking,Exploring,Python,Observation,Physics,Biology,70.16,5,6,37,Outdoor,Listening,Social Worker
Arts,Organize,Drawing,Helping,Empathy,Communication,Physics,Chemistry,74.91,7,10,33,Solo,Listening,Social Worker
